Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Biogroup	Alternative Name	Species	Disease	Comment	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	O Serotype	Contact Name	Date Entered	Release Date	Barcode	Status	Coverage	Version	N50	Length	Species	Contig Number	No. N's	Assembly Barcode
YER_AA4217AA	Yp3470	SRR6367106;ILLUMINA;Paired;;SRX3462546	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161746	SRS2750672			2019-02-11	2018-12-13	YER_AA4217AA	Assembled	154	4	45049	4583015	Yersinia pestis;100.0%	212	28776	YER_DA1569AA_AS
YER_AA4218AA	Yp3465	SRR6367107;ILLUMINA;Paired;;SRX3462545	Food	Plant	Polygenis	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161743	SRS2750674			2019-02-11	2018-12-13	YER_AA4218AA	Assembled	179	4	44575	4645163	Yersinia pestis;100.0%	215	93390	YER_DA1568AA_AS
YER_AA4219AA	Yp3466	SRR6367108;ILLUMINA;Paired;;SRX3462544	Food	Plant	Polygenis	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161744	SRS2750747			2019-02-11	2018-12-13	YER_AA4219AA	Assembled	139	4	46962	4632371	Yersinia pestis;100.0%	206	98369	YER_DA1567AA_AS
YER_AA4220AA	Yp3471	SRR6367109;ILLUMINA;Paired;;SRX3462543	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161747	SRS2750671			2019-02-11	2018-12-13	YER_AA4220AA	Assembled	170	4	45025	4425770	Yersinia pestis;100.0%	202	185454	YER_DA1566AA_AS
YER_AA4221AA	Yp3472	SRR6367110;ILLUMINA;Paired;;SRX3462542	Food	Plant	Thrichomys	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161748	SRS2750723			2019-02-11	2018-12-13	YER_AA4221AA	Assembled	91	4	44587	4632907	Yersinia pestis;100.0%	218	74829	YER_DA1565AA_AS
YER_AA4222AA	Yp3826	SRR6367111;ILLUMINA;Paired;;SRX3462541	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161976	SRS2750666			2019-02-11	2018-12-13	YER_AA4222AA	Assembled	36	4	37680	4415257	Yersinia pestis;100.0%	210	32611	YER_DA1564AA_AS
YER_AA4223AA	Yp3825	SRR6367112;ILLUMINA;Paired;;SRX3462540	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161975	SRS2750665			2019-02-11	2018-12-13	YER_AA4223AA	Assembled	36	4	37522	4599208	Yersinia pestis;100.0%	221	103709	YER_DA1563AA_AS
YER_AA4224AA	Yp3824	SRR6367113;ILLUMINA;Paired;;SRX3462539	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161974	SRS2750694			2019-02-11	2018-12-13	YER_AA4224AA	Assembled	70	4	39566	4533787	Yersinia pestis;100.0%	225	32728	YER_DA1562AA_AS
YER_AA4225AA	Yp3823	SRR6367114;ILLUMINA;Paired;;SRX3462538	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161973	SRS2750676			2019-02-11	2018-12-13	YER_AA4225AA	Assembled	71	4	44575	4614491	Yersinia pestis;100.0%	218	113639	YER_DA1561AA_AS
YER_AA4226AA	Yp3822	SRR6367115;ILLUMINA;Paired;;SRX3462537	Food	Plant	Polygenis	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161972	SRS2750690			2019-02-11	2018-12-13	YER_AA4226AA	Assembled	145	4	45213	4650671	Yersinia pestis;100.0%	217	93611	YER_DA1560AA_AS
YER_AA4227AA	Yp3821	SRR6367116;ILLUMINA;Paired;;SRX3462536	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161971	SRS2750678			2019-02-11	2018-12-13	YER_AA4227AA	Assembled	135	4	44575	4536858	Yersinia pestis;100.0%	212	29561	YER_DA1559AA_AS
YER_AA4228AA	Yp3820	SRR6367117;ILLUMINA;Paired;;SRX3462535	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161970	SRS2750677			2019-02-11	2018-12-13	YER_AA4228AA	Assembled	45	4	37731	4627398	Yersinia pestis;100.0%	236	32367	YER_DA1558AA_AS
YER_AA4229AA	Yp3819	SRR6367118;ILLUMINA;Paired;;SRX3462534	Food	Plant	Polygenis	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161969	SRS2750662			2019-02-11	2018-12-13	YER_AA4229AA	Assembled	135	4	46147	4597250	Yersinia pestis;100.0%	211	39268	YER_DA1557AA_AS
YER_AA4230AA	Yp3680	SRR6367119;ILLUMINA;Paired;;SRX3462533	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161880	SRS2750663			2019-02-11	2018-12-13	YER_AA4230AA	Assembled	97	4	42501	4638133	Yersinia pestis;100.0%	218	100913	YER_DA1556AA_AS
YER_AA4231AA	Yp3829	SRR6367120;ILLUMINA;Paired;;SRX3462532	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161978	SRS2750659			2019-02-11	2018-12-13	YER_AA4231AA	Assembled	39	4	40693	4614307	Yersinia pestis;100.0%	235	29434	YER_DA1555AA_AS
YER_AA4232AA	Yp3828	SRR6367121;ILLUMINA;Paired;;SRX3462531	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161977	SRS2750689			2019-02-11	2018-12-13	YER_AA4232AA	Assembled	37	4	38920	4496601	Yersinia pestis;100.0%	204	83228	YER_DA1554AA_AS
YER_AA4233AA	Yp3679	SRR6367122;ILLUMINA;Paired;;SRX3462530	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161879	SRS2750658			2019-02-11	2018-12-13	YER_AA4233AA	Assembled	62	4	37522	4641084	Yersinia pestis;100.0%	242	32040	YER_DA1553AA_AS
YER_AA4234AA	Yp3665	SRR6367123;ILLUMINA;Paired;;SRX3462529	Wild Animal	Rodent	Rattus rattus alexandrinus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161875	SRS2750714			2019-02-11	2018-12-13	YER_AA4234AA	Assembled	126	4	45026	4517362	Yersinia pestis;100.0%	222	94520	YER_DA1552AA_AS
YER_AA4235AA	Yp3668	SRR6367124;ILLUMINA;Paired;;SRX3462528	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161876	SRS2750656			2019-02-11	2018-12-13	YER_AA4235AA	Assembled	119	4	45692	4589302	Yersinia pestis;100.0%	211	26966	YER_DA1551AA_AS
YER_AA4236AA	Yp3660	SRR6367125;ILLUMINA;Paired;;SRX3462527	Food	Plant	Polygenis	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161873	SRS2750668			2019-02-11	2018-12-13	YER_AA4236AA	Assembled	132	4	45202	4651240	Yersinia pestis;100.0%	219	28156	YER_DA1550AA_AS
YER_AA4237AA	Yp3661	SRR6367126;ILLUMINA;Paired;;SRX3462526	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161874	SRS2750653			2019-02-11	2018-12-13	YER_AA4237AA	Assembled	140	4	46964	4639866	Yersinia pestis;100.0%	209	19036	YER_DA1549AA_AS
YER_AA4238AA	Yp3658	SRR6367127;ILLUMINA;Paired;;SRX3462525	Wild Animal	Rodent	Rattus rattus frugivorus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161871	SRS2750657			2019-02-11	2018-12-13	YER_AA4238AA	Assembled	37	4	37732	4647443	Yersinia pestis;97.56%	265	121241	YER_DA1548AA_AS
YER_AA4239AA	Yp3659	SRR6367128;ILLUMINA;Paired;;SRX3462524	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161872	SRS2750650			2019-02-11	2018-12-13	YER_AA4239AA	Assembled	134	4	46147	4638226	Yersinia pestis;100.0%	216	36467	YER_DA1547AA_AS
YER_AA4240AA	Yp3655	SRR6367129;ILLUMINA;Paired;;SRX3462523	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161869	SRS2750649			2019-02-11	2018-12-13	YER_AA4240AA	Assembled	110	4	44006	4625338	Yersinia pestis;100.0%	216	90651	YER_DA1546AA_AS
YER_AA4241AA	Yp3656	SRR6367130;ILLUMINA;Paired;;SRX3462522	Food	Plant	Polygenis	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161870	SRS2750648			2019-02-11	2018-12-13	YER_AA4241AA	Assembled	157	4	45158	4550774	Yersinia pestis;100.0%	204	19121	YER_DA1545AA_AS
YER_AA4242AA	Yp3669	SRR6367131;ILLUMINA;Paired;;SRX3462521	Food	Plant	Polygenis	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161877	SRS2750692			2019-02-11	2018-12-13	YER_AA4242AA	NEW	NaN	NaN	NaN	NaN		NaN	NaN	
YER_AA4243AA	Yp3678	SRR6367132;ILLUMINA;Paired;;SRX3462520	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161878	SRS2750664			2019-02-11	2018-12-13	YER_AA4243AA	Assembled	87	4	45158	4630750	Yersinia pestis;100.0%	208	20281	YER_DA1543AA_AS
YER_AA4244AA	Yp3949	SRR6367133;ILLUMINA;Paired;;SRX3462519	Food	Plant	Cerradomys subflavus	1979				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08162019	SRS2750670			2019-02-11	2018-12-13	YER_AA4244AA	Assembled	64	4	36808	4636243	Yersinia pestis;100.0%	232	25679	YER_DA1542AA_AS
YER_AA4245AA	Yp3687	SRR6367134;ILLUMINA;Paired;;SRX3462518	Food	Plant	Polygenis	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161887	SRS2750643			2019-02-11	2018-12-13	YER_AA4245AA	Assembled	44	4	38209	4626426	Yersinia pestis;100.0%	239	70205	YER_DA1541AA_AS
YER_AA4246AA	Yp3994	SRR6367135;ILLUMINA;Paired;;SRX3462517	Food	Plant	Necromys lasiurus	1966				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08162039	SRS2750642			2019-02-11	2018-12-13	YER_AA4246AA	Assembled	37	4	37726	4622557	Yersinia pestis;100.0%	215	36104	YER_DA1540AA_AS
YER_AA4247AA	Yp3362	SRR6367136;ILLUMINA;Paired;;SRX3462516	Food	Plant	Polygenis	1970				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161699	SRS2750661			2019-02-11	2018-12-13	YER_AA4247AA	Assembled	78	4	44575	4470427	Yersinia pestis;100.0%	213	187526	YER_DA1539AA_AS
YER_AA4248AA	Yp3364	SRR6367137;ILLUMINA;Paired;;SRX3462515	Food	Plant	Polygenis	1970				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161700	SRS2750669			2019-02-11	2018-12-13	YER_AA4248AA	Assembled	75	4	40710	4525870	Yersinia pestis;100.0%	225	23811	YER_DA1538AA_AS
YER_AA4249AA	Yp3370	SRR6367138;ILLUMINA;Paired;;SRX3462514	Food	Plant	Polygenis	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161701	SRS2750641			2019-02-11	2018-12-13	YER_AA4249AA	Assembled	99	4	45246	4648238	Yersinia pestis;100.0%	215	71966	YER_DA1537AA_AS
YER_AA4250AA	Yp3372	SRR6367139;ILLUMINA;Paired;;SRX3462513	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161702	SRS2750652			2019-02-11	2018-12-13	YER_AA4250AA	Assembled	93	4	45283	4645273	Yersinia pestis;100.0%	217	26448	YER_DA1536AA_AS
YER_AA4251AA	Yp3381	SRR6367140;ILLUMINA;Paired;;SRX3462512	Food	Plant	Calomys callosus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161703	SRS2750637			2019-02-11	2018-12-13	YER_AA4251AA	Assembled	82	4	40710	4635139	Yersinia pestis;100.0%	223	94330	YER_DA1535AA_AS
YER_AA4252AA	Yp3382	SRR6367028;ILLUMINA;Paired;;SRX3462511	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161704	SRS2750647			2019-02-11	2018-12-13	YER_AA4252AA	Assembled	67	4	44576	4651104	Yersinia pestis;100.0%	232	66524	YER_DA1534AA_AS
YER_AA4253AA	Yp3386	SRR6366730;ILLUMINA;Paired;;SRX3462510	Food	Plant	Polygenis	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161705	SRS2750667			2019-02-11	2018-12-13	YER_AA4253AA	Assembled	86	4	45026	4644294	Yersinia pestis;100.0%	222	39644	YER_DA1533AA_AS
YER_AA4254AA	Yp3387	SRR6366731;ILLUMINA;Paired;;SRX3462509	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161706	SRS2750638			2019-02-11	2018-12-13	YER_AA4254AA	Assembled	67	4	39442	4596319	Yersinia pestis;100.0%	230	190104	YER_DA1532AA_AS
YER_AA4255AA	Yp3393	SRR6366732;ILLUMINA;Paired;;SRX3462508	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161707	SRS2750646			2019-02-11	2018-12-13	YER_AA4255AA	Assembled	75	4	42235	4517770	Yersinia pestis;100.0%	223	20143	YER_DA1531AA_AS
YER_AA4256AA	Yp3396	SRR6366733;ILLUMINA;Paired;;SRX3462507	Human	Human	Homo sapiens	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161708	SRS2750634			2019-02-11	2018-12-13	YER_AA4256AA	Assembled	69	4	39582	4506090	Yersinia pestis;100.0%	222	30221	YER_DA1530AA_AS
YER_AA4257AA	Yp3190	SRR6366734;ILLUMINA;Paired;;SRX3462506	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161631	SRS2750651			2019-02-11	2018-12-13	YER_AA4257AA	Assembled	22	4	37198	4527452	Yersinia pestis;100.0%	225	48153	YER_DA1529AA_AS
YER_AA4258AA	Yp3191	SRR6366735;ILLUMINA;Paired;;SRX3462505	Food	Plant	Cerradomys subflavus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161632	SRS2750630			2019-02-11	2018-12-13	YER_AA4258AA	Assembled	90	4	44576	4634716	Yersinia pestis;99.52%	223	199264	YER_DA1528AA_AS
YER_AA4259AA	Yp3185	SRR6366736;ILLUMINA;Paired;;SRX3462504	Food	Plant	Necromys lasiurus	1966				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161629	SRS2750644			2019-02-11	2018-12-13	YER_AA4259AA	Assembled	86	4	44008	4648674	Yersinia pestis;100.0%	228	113169	YER_DA1527AA_AS
YER_AA4260AA	Yp3186	SRR6366737;ILLUMINA;Paired;;SRX3462503	Human	Human	Homo sapiens	1966				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161630	SRS2750629			2019-02-11	2018-12-13	YER_AA4260AA	Assembled	72	4	39368	4634219	Yersinia pestis;100.0%	231	29130	YER_DA1526AA_AS
YER_AA4261AA	Yp3197	SRR6366738;ILLUMINA;Paired;;SRX3462502	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161635	SRS2750645			2019-02-11	2018-12-13	YER_AA4261AA	Assembled	32	4	37977	4607368	Yersinia pestis;99.51%	220	27236	YER_DA1525AA_AS
YER_AA4262AA	Yp3200	SRR6366739;ILLUMINA;Paired;;SRX3462501	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161636	SRS2750626			2019-02-11	2018-12-13	YER_AA4262AA	Assembled	67	4	44576	4461641	Yersinia pestis;100.0%	192	94221	YER_DA1524AA_AS
YER_AA4263AA	Yp3192	SRR6366740;ILLUMINA;Paired;;SRX3462500	Food	Plant	Necromys lasiurus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161633	SRS2750625			2019-02-11	2018-12-13	YER_AA4263AA	Assembled	76	4	41280	4629250	Yersinia pestis;100.0%	220	21127	YER_DA1523AA_AS
YER_AA4264AA	Yp3193	SRR6366741;ILLUMINA;Paired;;SRX3462499	Wild Animal	Rodent	Rattus rattus alexandrinus	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161634	SRS2750636			2019-02-11	2018-12-13	YER_AA4264AA	Failed QC	16	4	39281	4610459	Yersinia pestis;100.0%	209	388460	YER_DA1522AA_AS
YER_AA4265AA	Yp3201	SRR6366742;ILLUMINA;Paired;;SRX3462498	Food	Plant	Polygenis	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161637	SRS2750655			2019-02-11	2018-12-13	YER_AA4265AA	Assembled	85	4	45283	4568130	Yersinia pestis;100.0%	214	31450	YER_DA1521AA_AS
YER_AA4266AA	Yp3202	SRR6366743;ILLUMINA;Paired;;SRX3462497	Food	Plant	Xenopsylla	1967				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161638	SRS2750623			2019-02-11	2018-12-13	YER_AA4266AA	Failed QC	13	4	37687	4595994	Yersinia pestis;100.0%	199	309461	YER_DA1520AA_AS
YER_AA4267AA	Yp3506	SRR6366744;ILLUMINA;Paired;;SRX3462496	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161778	SRS2750635			2019-02-11	2018-12-13	YER_AA4267AA	Assembled	56	4	42240	4532439	Yersinia pestis;100.0%	224	106269	YER_DA1519AA_AS
YER_AA4268AA	Yp3505	SRR6366745;ILLUMINA;Paired;;SRX3462495	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161777	SRS2750620			2019-02-11	2018-12-13	YER_AA4268AA	Assembled	98	4	42253	4603196	Yersinia pestis;100.0%	220	28503	YER_DA1518AA_AS
YER_AA4269AA	Yp3502	SRR6366746;ILLUMINA;Paired;;SRX3462494	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161774	SRS2750633			2019-02-11	2018-12-13	YER_AA4269AA	Assembled	50	4	37729	4546073	Yersinia pestis;100.0%	238	95806	YER_DA1517AA_AS
YER_AA4270AA	Yp3501	SRR6366747;ILLUMINA;Paired;;SRX3462493	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161773	SRS2750639			2019-02-11	2018-12-13	YER_AA4270AA	Assembled	89	4	40125	4534903	Yersinia pestis;100.0%	214	28767	YER_DA1516AA_AS
YER_AA4271AA	Yp3504	SRR6366748;ILLUMINA;Paired;;SRX3462492	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161776	SRS2750675			2019-02-11	2018-12-13	YER_AA4271AA	Assembled	93	4	44006	4621657	Yersinia pestis;100.0%	216	37161	YER_DA1515AA_AS
YER_AA4272AA	Yp3503	SRR6366749;ILLUMINA;Paired;;SRX3462491	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161775	SRS2750622			2019-02-11	2018-12-13	YER_AA4272AA	Assembled	83	4	44576	4526888	Yersinia pestis;100.0%	214	20360	YER_DA1514AA_AS
YER_AA4273AA	Yp3498	SRR6366750;ILLUMINA;Paired;;SRX3462490	Food	Plant	Polygenis	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161770	SRS2750621			2019-02-11	2018-12-13	YER_AA4273AA	Assembled	68	4	42253	4634076	Yersinia pestis;100.0%	230	40147	YER_DA1513AA_AS
YER_AA4274AA	Yp3497	SRR6366751;ILLUMINA;Paired;;SRX3462489	Food	Plant	Necromys lasiurus	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161769	SRS2750617			2019-02-11	2018-12-13	YER_AA4274AA	Assembled	84	4	44575	4606654	Yersinia pestis;100.0%	221	69543	YER_DA1512AA_AS
YER_AA4275AA	Yp3500	SRR6366752;ILLUMINA;Paired;;SRX3462488	Human	Human	Homo sapiens	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161772	SRS2750616			2019-02-11	2018-12-13	YER_AA4275AA	Assembled	81	4	39579	4534344	Yersinia pestis;100.0%	216	74510	YER_DA1511AA_AS
YER_AA4276AA	Yp3499	SRR6366753;ILLUMINA;Paired;;SRX3462487	Food	Plant	Polygenis	1975				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161771	SRS2750631			2019-02-11	2018-12-13	YER_AA4276AA	Assembled	100	4	44290	4643911	Yersinia pestis;100.0%	218	28966	YER_DA1510AA_AS
YER_AA4277AA	Yp3580	SRR6366754;ILLUMINA;Paired;;SRX3462486	Food	Plant	Cerradomys subflavus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161837	SRS2750618			2019-02-11	2018-12-13	YER_AA4277AA	Failed QC	42	4	36366	4477551	Yersinia pestis;100.0%	221	234637	YER_DA1509AA_AS
YER_AA4278AA	Yp3583	SRR6366755;ILLUMINA;Paired;;SRX3462485	Human	Human	Homo sapiens	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161838	SRS2750654			2019-02-11	2018-12-13	YER_AA4278AA	Assembled	46	4	37434	4610825	Yersinia pestis;100.0%	229	33008	YER_DA1508AA_AS
YER_AA4279AA	Yp3572	SRR6366756;ILLUMINA;Paired;;SRX3462484	Food	Plant	Holochilus sciureus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161831	SRS2750612			2019-02-11	2018-12-13	YER_AA4279AA	Assembled	42	4	38229	4622534	Yersinia pestis;100.0%	226	36948	YER_DA1507AA_AS
YER_AA4280AA	Yp3573	SRR6366757;ILLUMINA;Paired;;SRX3462483	Food	Plant	Necromys lasiurus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161832	SRS2750610			2019-02-11	2018-12-13	YER_AA4280AA	Assembled	45	4	37434	4617912	Yersinia pestis;100.0%	246	173244	YER_DA1506AA_AS
YER_AA4281AA	Yp3570	SRR6366758;ILLUMINA;Paired;;SRX3462482	Food	Plant	Necromys lasiurus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161829	SRS2750627			2019-02-11	2018-12-13	YER_AA4281AA	Assembled	91	4	45158	4571445	Yersinia pestis;100.0%	213	95505	YER_DA1505AA_AS
YER_AA4282AA	Yp3571	SRR6366759;ILLUMINA;Paired;;SRX3462481	Food	Plant	Necromys lasiurus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161830	SRS2750628			2019-02-11	2018-12-13	YER_AA4282AA	Assembled	59	4	40710	4591483	Yersinia pestis;100.0%	223	32948	YER_DA1504AA_AS
YER_AA4283AA	Yp3577	SRR6366760;ILLUMINA;Paired;;SRX3462480	Wild Animal	Rodent	Rattus rattus frugivorus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161835	SRS2750624			2019-02-11	2018-12-13	YER_AA4283AA	Assembled	20	4	37823	4547646	Yersinia pestis;100.0%	211	153183	YER_DA1503AA_AS
YER_AA4284AA	Yp3578	SRR6366761;ILLUMINA;Paired;;SRX3462479	Wild Animal	Rodent	Rattus rattus frugivorus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161836	SRS2750607			2019-02-11	2018-12-13	YER_AA4284AA	Assembled	40	4	37522	4458716	Yersinia pestis;100.0%	213	131617	YER_DA1502AA_AS
YER_AA4285AA	Yp3575	SRR6366762;ILLUMINA;Paired;;SRX3462478	Food	Plant	Necromys lasiurus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161833	SRS2750614			2019-02-11	2018-12-13	YER_AA4285AA	Assembled	139	4	45026	4572387	Yersinia pestis;100.0%	212	25519	YER_DA1501AA_AS
YER_AA4286AA	Yp3576	SRR6366763;ILLUMINA;Paired;;SRX3462477	Food	Plant	Cerradomys subflavus	1986				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161834	SRS2750604			2019-02-11	2018-12-13	YER_AA4286AA	Assembled	47	4	37736	4619022	Yersinia pestis;100.0%	226	97726	YER_DA1500AA_AS
YER_AA4287AA	Yp3816	SRR6366764;ILLUMINA;Paired;;SRX3462476	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161967	SRS2750704			2019-02-11	2018-12-13	YER_AA4287AA	Assembled	114	4	45158	4627399	Yersinia pestis;100.0%	215	21267	YER_DA1499AA_AS
YER_AA4288AA	Yp3817	SRR6366765;ILLUMINA;Paired;;SRX3462475	Food	Plant	Necromys lasiurus	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161968	SRS2750602			2019-02-11	2018-12-13	YER_AA4288AA	Assembled	116	4	42301	4631368	Yersinia pestis;100.0%	213	65972	YER_DA1498AA_AS
YER_AA4289AA	Yp3813	SRR6366766;ILLUMINA;Paired;;SRX3462474	Food	Plant	Polygenis	1971				Unresolved								Northern Arizona University			Yersinia pestis			PRJNA421720	SRP126528	SAMN08161965	SRS2750601			2019-02-11	2018-12-13	YER_AA4289AA	Assembled	120	4	45158	4614620	Yersinia pestis;100.0%	215	93188	YER_DA1497AA_AS
