id	Nucleotide_id	NucleotideAccession	NucleotideAccessionVersion	NucleotideBioSampleAccession	NucleotideBioProjectAccession	NucleotideFirstAccession	NucleotideLastAccession	NucleotideOrganism	NucleotideTaxonomy	NucleotideDefinition	NucleotideDivision	NucleotideJournal	NucleotideLength	NucleotideMoleculeType	NucleotideReferenceTitle	NucleotideSeqDataName	NucleotideSource	NucleotideStrandedness	NucleotideTopology	NucleotideCreateDate	NucleotideUpdateDate	NucleotideGenBankComment	NucleotideAnnotationDate	NucleotideAnnotationMethod	NucleotideAnnotationPipeline	NucleotideAnnotationProvider	NucleotideAnnotationSoftwarerevision	NucleotideAssemblyDate	NucleotideAssemblyMethod	NucleotideAssemblyName	NucleotidetCDS	NucleotidetCDSCoding	NucleotidetCRISPRArrays	NucleotidetExpectedFinalVersion	NucleotidetFeaturesAnnotated	NucleotidetGenes	NucleotidetGenesCoding	NucleotidetGenesRNA	NucleotidetGenomeCoverage	NucleotidetGenomeRepresentation	NucleotidetncRNAs	NucleotidetPseudoGenes	NucleotidetPseudoGenesAmbResidues	NucleotidetPseudoGenesFrameshifted	NucleotidetPseudoGenesIncomplete	NucleotidetPseudoGenesInternalStop	NucleotidetPseudoGenesMultipleProblems	NucleotidetrRNAs	NucleotidetrRNAsComplete	NucleotidetrRNAsPartial	NucleotideSequencingTechnology	NucleotidetRNAs	NucleotideComment
87	1409431026	QLUY00000000	QLUY00000000.1	SAMN09464368	PRJNA477258	QLUY01000001	QLUY01000137	Burkholderia pseudomallei	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group	Burkholderia pseudomallei strain 4802, whole genome shotgun sequencing project	BCT	Submitted (21-JUN-2018) Micribiology, Volgograd Plague Control Research Institute, Golubinskaya 7, Volgograd 4000131, Russian Federation	137	DNA	Direct Submission	WGS	Burkholderia pseudomallei	double	linear	26-JUN-2018	26-JUN-2018	The Burkholderia pseudomallei whole genome shotgun (WGS) project has the project accession QLUY00000000. This version of the project (01) has the accession number QLUY01000000, and consists of sequences QLUY01000001-QLUY01000137.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: MAR-2018 ; Assembly Method :: SPAdes v. 3.11.1 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 476.8x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 06/21/2018 17:41:09 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 7,518 ; CDS (total) :: 7,457 ; Genes (coding) :: 7,014 ; CDS (coding) :: 7,014 ; Genes (RNA) :: 61 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 54 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 443 ; Pseudo Genes (ambiguous residues) :: 5 of 443 ; Pseudo Genes (frameshifted) :: 268 of 443 ; Pseudo Genes (incomplete) :: 197 of 443 ; Pseudo Genes (internal stop) :: 41 of 443 ; Pseudo Genes (multiple problems) :: 59 of 443 ; ##Genome-Annotation-Data-END##	06/21/2018 17:41:09	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	MAR-2018	SPAdes v. 3.11.1	None	7457	7014	None	No	Gene	7518	7014	61	476.8x	Full	4	443	5 of 443	268 of 443	197 of 443	41 of 443	59 of 443	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	Illumina MiSeq	54	None
88	1409417855	QLVC00000000	QLVC00000000.1	SAMN09464364	PRJNA477259	QLVC01000001	QLVC01000134	Burkholderia pseudomallei	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group	Burkholderia pseudomallei strain 1701, whole genome shotgun sequencing project	BCT	Submitted (21-JUN-2018) Micribiology, Volgograd Plague Control Research Institute, Golubinskaya 7, Volgograd 4000131, Russian Federation	134	DNA	Direct Submission	WGS	Burkholderia pseudomallei	double	linear	26-JUN-2018	26-JUN-2018	The Burkholderia pseudomallei whole genome shotgun (WGS) project has the project accession QLVC00000000. This version of the project (01) has the accession number QLVC01000000, and consists of sequences QLVC01000001-QLVC01000134.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: APR-2018 ; Assembly Method :: SPAdes v. 3.11.1 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 209.3x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 06/21/2018 18:15:38 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 7,518 ; CDS (total) :: 7,457 ; Genes (coding) :: 7,011 ; CDS (coding) :: 7,011 ; Genes (RNA) :: 61 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 54 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 446 ; Pseudo Genes (ambiguous residues) :: 1 of 446 ; Pseudo Genes (frameshifted) :: 260 of 446 ; Pseudo Genes (incomplete) :: 205 of 446 ; Pseudo Genes (internal stop) :: 44 of 446 ; Pseudo Genes (multiple problems) :: 55 of 446 ; ##Genome-Annotation-Data-END##	06/21/2018 18:15:38	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	APR-2018	SPAdes v. 3.11.1	None	7457	7011	None	No	Gene	7518	7011	61	209.3x	Full	4	446	1 of 446	260 of 446	205 of 446	44 of 446	55 of 446	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	Illumina MiSeq	54	None
89	1409411067	QLVA00000000	QLVA00000000.1	SAMN09464366	PRJNA477261	QLVA01000001	QLVA01000111	Burkholderia pseudomallei	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group	Burkholderia pseudomallei strain 4811R, whole genome shotgun sequencing project	BCT	Submitted (21-JUN-2018) Micribiology, Volgograd Plague Control Research Institute, Golubinskaya 7, Volgograd 4000131, Russian Federation	111	DNA	Direct Submission	WGS	Burkholderia pseudomallei	double	linear	26-JUN-2018	26-JUN-2018	The Burkholderia pseudomallei whole genome shotgun (WGS) project has the project accession QLVA00000000. This version of the project (01) has the accession number QLVA01000000, and consists of sequences QLVA01000001-QLVA01000111.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: APR-2018 ; Assembly Method :: SPAdes v. 3.11.1 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 167.8x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 06/21/2018 17:51:56 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 7,519 ; CDS (total) :: 7,458 ; Genes (coding) :: 7,008 ; CDS (coding) :: 7,008 ; Genes (RNA) :: 61 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 54 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 450 ; Pseudo Genes (ambiguous residues) :: 2 of 450 ; Pseudo Genes (frameshifted) :: 260 of 450 ; Pseudo Genes (incomplete) :: 210 of 450 ; Pseudo Genes (internal stop) :: 42 of 450 ; Pseudo Genes (multiple problems) :: 55 of 450 ; ##Genome-Annotation-Data-END##	06/21/2018 17:51:56	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	APR-2018	SPAdes v. 3.11.1	None	7458	7008	None	No	Gene	7519	7008	61	167.8x	Full	4	450	2 of 450	260 of 450	210 of 450	42 of 450	55 of 450	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	Illumina MiSeq	54	None
90	1409409659	QLUX00000000	QLUX00000000.1	SAMN09464363	PRJNA477257	QLUX01000001	QLUX01000119	Burkholderia pseudomallei	Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Burkholderia; pseudomallei group	Burkholderia pseudomallei strain 4811, whole genome shotgun sequencing project	BCT	Submitted (21-JUN-2018) Micribiology, Volgograd Plague Control Research Institute, Golubinskaya 7, Volgograd 4000131, Russian Federation	119	DNA	Direct Submission	WGS	Burkholderia pseudomallei	double	linear	26-JUN-2018	26-JUN-2018	The Burkholderia pseudomallei whole genome shotgun (WGS) project has the project accession QLUX00000000. This version of the project (01) has the accession number QLUX01000000, and consists of sequences QLUX01000001-QLUX01000119.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: APR-2018 ; Assembly Method :: SPAdes v. 3.11.1 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 99.3x ; Sequencing Technology :: Illumina MiSeq ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 06/21/2018 18:54:53 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 7,514 ; CDS (total) :: 7,453 ; Genes (coding) :: 7,016 ; CDS (coding) :: 7,016 ; Genes (RNA) :: 61 ; rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 1, 1, 1 (5S, 16S, 23S) ; tRNAs :: 54 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 437 ; Pseudo Genes (ambiguous residues) :: 1 of 437 ; Pseudo Genes (frameshifted) :: 264 of 437 ; Pseudo Genes (incomplete) :: 190 of 437 ; Pseudo Genes (internal stop) :: 42 of 437 ; Pseudo Genes (multiple problems) :: 52 of 437 ; ##Genome-Annotation-Data-END##	06/21/2018 18:54:53	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	APR-2018	SPAdes v. 3.11.1	None	7453	7016	None	No	Gene	7514	7016	61	99.3x	Full	4	437	1 of 437	264 of 437	190 of 437	42 of 437	52 of 437	1 1 1 (5S 16S 23S)	1 1 1 (5S 16S 23S)	None	Illumina MiSeq	54	None
91	1393432940	QGSN00000000	QGSN00000000.1	SAMN09245989	PRJNA472875	QGSN01000001	QGSN01000404	Shigella sonnei	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Shigella	Shigella sonnei strain 8600, whole genome shotgun sequencing project	BCT	Submitted (24-MAY-2018) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol 355035, Russia	404	DNA	Direct Submission	WGS	Shigella sonnei	double	linear	30-MAY-2018	30-MAY-2018	The Shigella sonnei whole genome shotgun (WGS) project has the project accession QGSN00000000. This version of the project (01) has the accession number QGSN01000000, and consists of sequences QGSN01000001-QGSN01000404.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 05/25/2018 00:47:02 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 4,844 ; CDS (total) :: 4,773 ; Genes (coding) :: 4,034 ; CDS (coding) :: 4,034 ; Genes (RNA) :: 71 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 59 ; ncRNAs :: 8 ; Pseudo Genes (total) :: 739 ; Pseudo Genes (ambiguous residues) :: 0 of 739 ; Pseudo Genes (frameshifted) :: 534 of 739 ; Pseudo Genes (incomplete) :: 126 of 739 ; Pseudo Genes (internal stop) :: 116 of 739 ; Pseudo Genes (multiple problems) :: 34 of 739 ; ##Genome-Annotation-Data-END##	05/25/2018 00:47:02	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	None	Newbler v. 3.0	None	4773	4034	None	No	Gene	4844	4034	71	100.0x	Full	8	739	0 of 739	534 of 739	126 of 739	116 of 739	34 of 739	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	59	None
92	1389954889	QFKZ00000000	QFKZ00000000.1	SAMN09104938	PRJNA470798	QFKZ01000001	QFKZ01000119	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae strain 169D, whole genome shotgun sequencing project	BCT	Submitted (10-MAY-2018) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol 355035, Russian Federation	119	DNA	Direct Submission	WGS	Vibrio cholerae	double	linear	16-MAY-2018	16-MAY-2018	The Vibrio cholerae whole genome shotgun (WGS) project has the project accession QFKZ00000000. This version of the project (01) has the accession number QFKZ01000000, and consists of sequences QFKZ01000001-QFKZ01000119.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2016 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 05/11/2018 20:33:08 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 3,936 ; CDS (total) :: 3,859 ; Genes (coding) :: 3,219 ; CDS (coding) :: 3,219 ; Genes (RNA) :: 77 ; rRNAs :: 2, 1, 2 (5S, 16S, 23S) ; complete rRNAs :: 2, 1 (5S, 16S) ; partial rRNAs :: 2 (23S) ; tRNAs :: 68 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 640 ; Pseudo Genes (ambiguous residues) :: 0 of 640 ; Pseudo Genes (frameshifted) :: 604 of 640 ; Pseudo Genes (incomplete) :: 29 of 640 ; Pseudo Genes (internal stop) :: 18 of 640 ; Pseudo Genes (multiple problems) :: 9 of 640 ; ##Genome-Annotation-Data-END##	05/11/2018 20:33:08	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	2016	Newbler v. 3.0	None	3859	3219	None	No	Gene	3936	3219	77	100.0x	Full	4	640	0 of 640	604 of 640	29 of 640	18 of 640	9 of 640	2 1 2 (5S 16S 23S)	2 1 (5S 16S)	2 (23S)	IonTorrent	68	None
93	1389953160	QFKY00000000	QFKY00000000.1	SAMN09104650	PRJNA470753	QFKY01000001	QFKY01000140	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae strain 41D, whole genome shotgun sequencing project	BCT	Submitted (10-MAY-2018) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol 355035, Russian Federation	140	DNA	Direct Submission	WGS	Vibrio cholerae	double	linear	16-MAY-2018	16-MAY-2018	The Vibrio cholerae whole genome shotgun (WGS) project has the project accession QFKY00000000. This version of the project (01) has the accession number QFKY01000000, and consists of sequences QFKY01000001-QFKY01000140.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2016 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 05/11/2018 20:09:21 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 3,862 ; CDS (total) :: 3,786 ; Genes (coding) :: 3,153 ; CDS (coding) :: 3,153 ; Genes (RNA) :: 76 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 68 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 633 ; Pseudo Genes (ambiguous residues) :: 0 of 633 ; Pseudo Genes (frameshifted) :: 595 of 633 ; Pseudo Genes (incomplete) :: 29 of 633 ; Pseudo Genes (internal stop) :: 23 of 633 ; Pseudo Genes (multiple problems) :: 12 of 633 ; ##Genome-Annotation-Data-END##	05/11/2018 20:09:21	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	2016	Newbler v. 3.0	None	3786	3153	None	No	Gene	3862	3153	76	100.0x	Full	4	633	0 of 633	595 of 633	29 of 633	23 of 633	12 of 633	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	68	None
94	1389949556	QFLB00000000	QFLB00000000.1	SAMN09111788	PRJNA470809	QFLB01000001	QFLB01000141	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae strain 16241D, whole genome shotgun sequencing project	BCT	Submitted (10-MAY-2018) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol 355035, Russian Federation	141	DNA	Direct Submission	WGS	Vibrio cholerae	double	linear	16-MAY-2018	16-MAY-2018	The Vibrio cholerae whole genome shotgun (WGS) project has the project accession QFLB00000000. This version of the project (01) has the accession number QFLB01000000, and consists of sequences QFLB01000001-QFLB01000141.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 05/11/2018 20:32:38 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 3,861 ; CDS (total) :: 3,789 ; Genes (coding) :: 3,173 ; CDS (coding) :: 3,173 ; Genes (RNA) :: 72 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1 (5S, 23S) ; partial rRNAs :: 1 (16S) ; tRNAs :: 64 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 616 ; Pseudo Genes (ambiguous residues) :: 0 of 616 ; Pseudo Genes (frameshifted) :: 583 of 616 ; Pseudo Genes (incomplete) :: 32 of 616 ; Pseudo Genes (internal stop) :: 13 of 616 ; Pseudo Genes (multiple problems) :: 10 of 616 ; ##Genome-Annotation-Data-END##	05/11/2018 20:32:38	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	None	Newbler v. 3.0	None	3789	3173	None	No	Gene	3861	3173	72	100.0x	Full	4	616	0 of 616	583 of 616	32 of 616	13 of 616	10 of 616	2 1 1 (5S 16S 23S)	2 1 (5S 23S)	1 (16S)	IonTorrent	64	None
95	1389947914	QFLA00000000	QFLA00000000.1	SAMN09104983	PRJNA470802	QFLA01000001	QFLA01000133	Vibrio cholerae	Bacteria; Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio	Vibrio cholerae strain 1270D, whole genome shotgun sequencing project	BCT	Submitted (10-MAY-2018) The Federal Service for Supervision of Consumer Rights Protection and Human Welfare, Stavropol Plague Control Reseach Institute, Sovetskaya Str. 13-15, Stavropol 355035, Russian Federation	133	DNA	Direct Submission	WGS	Vibrio cholerae	double	linear	16-MAY-2018	16-MAY-2018	The Vibrio cholerae whole genome shotgun (WGS) project has the project accession QFLA00000000. This version of the project (01) has the accession number QFLA01000000, and consists of sequences QFLA01000001-QFLA01000133.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: https://www.ncbi.nlm.nih.gov/genome/annotation_prok/; ; ##Genome-Assembly-Data-START## ; Assembly Date :: 2016 ; Assembly Method :: Newbler v. 3.0 ; Genome Representation :: Full ; Expected Final Version :: No ; Genome Coverage :: 100.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 05/11/2018 20:32:51 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 4.5 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes (total) :: 3,794 ; CDS (total) :: 3,727 ; Genes (coding) :: 3,188 ; CDS (coding) :: 3,188 ; Genes (RNA) :: 67 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 59 ; ncRNAs :: 4 ; Pseudo Genes (total) :: 539 ; Pseudo Genes (ambiguous residues) :: 0 of 539 ; Pseudo Genes (frameshifted) :: 512 of 539 ; Pseudo Genes (incomplete) :: 24 of 539 ; Pseudo Genes (internal stop) :: 14 of 539 ; Pseudo Genes (multiple problems) :: 9 of 539 ; ##Genome-Annotation-Data-END##	05/11/2018 20:32:51	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	4.5	2016	Newbler v. 3.0	None	3727	3188	None	No	Gene	3794	3188	67	100.0x	Full	4	539	0 of 539	512 of 539	24 of 539	14 of 539	9 of 539	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	59	None
96	929179724	LIYY00000000	LIYY00000000.1	SAMN03861483	PRJNA269675	LIYY01000001	LIYY01000228	Yersinia pestis subsp. microtus bv. Caucasica	Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Yersiniaceae; Yersinia	Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6557, whole genome shotgun sequencing project	BCT	Submitted (28-AUG-2015) Science Department, SRCAMB, Building 1, Obolensk, Moscow Region 142279, Russian Federation	228	DNA	Direct Submission	WGS	Yersinia pestis subsp. microtus bv. Caucasica	double	linear	21-SEP-2015	11-MAY-2018	The Yersinia pestis subsp. microtus bv. Caucasica whole genome shotgun (WGS) project has the project accession LIYY00000000. This version of the project (01) has the accession number LIYY01000000, and consists of sequences LIYY01000001-LIYY01000228.; Annotation was added by the NCBI Prokaryotic Genome Annotation Pipeline (released 2013). Information about the Pipeline can be found here: http://www.ncbi.nlm.nih.gov/genome/annotation_prok/; This project was originally submitted as Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6757. The organism name was changed to Yersinia pestis subsp. microtus bv. Caucasica strain SCPM-O-B-6557 in May 2018.; ; ##Genome-Assembly-Data-START## ; Assembly Method :: Newbler v. 2.9 ; Genome Representation :: Full ; Expected Final Version :: Yes ; Genome Coverage :: 35.0x ; Sequencing Technology :: IonTorrent ; ##Genome-Assembly-Data-END##; ; ##Genome-Annotation-Data-START## ; Annotation Provider :: NCBI ; Annotation Date :: 09/01/2015 12:20:26 ; Annotation Pipeline :: NCBI Prokaryotic Genome Annotation Pipeline ; Annotation Method :: Best-placed reference protein set; GeneMarkS+ ; Annotation Software revision :: 2.10 ; Features Annotated :: Gene; CDS; rRNA; tRNA; ncRNA; repeat_region ; Genes :: 4,253 ; CDS :: 3,956 ; Pseudo Genes :: 223 ; CRISPR Arrays :: 3 ; rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; complete rRNAs :: 2, 1, 1 (5S, 16S, 23S) ; tRNAs :: 57 ; ncRNA :: 13 ; Frameshifted Genes :: 199 ; ##Genome-Annotation-Data-END##	09/01/2015 12:20:26	Best-placed reference protein set	NCBI Prokaryotic Genome Annotation Pipeline	NCBI	2.10	None	Newbler v. 2.9	None	3956	None	3	Yes	Gene	4253	None	None	35.0x	Full	None	223	None	None	None	None	None	2 1 1 (5S 16S 23S)	2 1 1 (5S 16S 23S)	None	IonTorrent	57	None
