id	SRA_id	SRABioProjectAccession	SRABioSampleAccession	SRAExperimentAccession	SRARunAccession	SRASampleAccession	SRAExperimentName	SRAExperimentStatus	SRAExperimentVersion	SRAIsPublic	SRASampleName	SRAStaticDataAvailable	SRAStudyAcc	SRAStudName	SRATitle	SRAOrganismName	SRAOrganismTaxID	SRAClusterName	SRAInstrumentModel	SRALibraryName	SRALibraryLayout	SRALibrarySelection	SRALibrarySource	SRALibraryStrategy	SRAPlatform	SRATotalBases	SRATotalSize	SRATotalSpots	SRATotalRuns	SRACreateDate	SRAUpdateDate	SRACenterName	SRAContactName	SRALabName	SRASubmitterAccession	SRAComment
1523	8777488	PRJEB29990	SAMEA5818820	ERX3479483	ERR3457688	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	25171050	10545126	335614	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1524	8777487	PRJEB29990	SAMEA5818820	ERX3479482	ERR3457687	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	24658725	9967180	328783	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1525	8777486	PRJEB29990	SAMEA5818820	ERX3479481	ERR3457686	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	24946875	10093583	332625	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1526	8777484	PRJEB29990	SAMEA5818820	ERX3479480	ERR3457685	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	23897060	10080118	314435	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1527	8777483	PRJEB29990	SAMEA5818820	ERX3479479	ERR3457684	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	24773264	10430761	325964	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1528	8777482	PRJEB29990	SAMEA5818820	ERX3479478	ERR3457683	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	22252040	9599100	292790	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1529	8777481	PRJEB29990	SAMEA5818820	ERX3479477	ERR3457682	ERS3607413	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	22865284	9861835	300859	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1530	8777480	PRJEB29990	SAMEA5818819	ERX3479476	ERR3457681	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	42121425	18803207	561619	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1531	8777479	PRJEB29990	SAMEA5818819	ERX3479475	ERR3457680	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	44329200	19509416	591056	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1532	8777478	PRJEB29990	SAMEA5818819	ERX3479474	ERR3457679	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	39491100	17653710	526548	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1533	8777477	PRJEB29990	SAMEA5818819	ERX3479473	ERR3457678	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	40500450	18099130	540006	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1534	8777476	PRJEB29990	SAMEA5818819	ERX3479472	ERR3457677	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	47565525	20151420	634207	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1535	8777475	PRJEB29990	SAMEA5818819	ERX3479471	ERR3457676	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	48068550	20393503	640914	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1536	8777473	PRJEB29990	SAMEA5818819	ERX3479470	ERR3457675	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	48187425	19790812	642499	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1537	8777472	PRJEB29990	SAMEA5818819	ERX3479469	ERR3457674	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	48981675	20135604	653089	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1538	8777471	PRJEB29990	SAMEA5818819	ERX3479468	ERR3457673	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	45901112	19709756	603962	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1539	8777470	PRJEB29990	SAMEA5818819	ERX3479467	ERR3457672	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	48101236	20558686	632911	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1540	8777469	PRJEB29990	SAMEA5818819	ERX3479466	ERR3457671	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	42467660	18631281	558785	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1541	8777468	PRJEB29990	SAMEA5818819	ERX3479465	ERR3457670	ERS3607412	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	43699392	19176531	574992	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1542	8777467	PRJEB29990	SAMEA5818818	ERX3479464	ERR3457669	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	41564325	18402944	554191	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1543	8777466	PRJEB29990	SAMEA5818818	ERX3479463	ERR3457668	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	43365675	18928338	578209	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1544	8777464	PRJEB29990	SAMEA5818818	ERX3479462	ERR3457667	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	39081450	17337155	521086	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1545	8777463	PRJEB29990	SAMEA5818818	ERX3479461	ERR3457666	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	39897225	17701902	531963	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1546	8777462	PRJEB29990	SAMEA5818818	ERX3479460	ERR3457665	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	46902375	19696738	625365	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1547	8777461	PRJEB29990	SAMEA5818818	ERX3479459	ERR3457664	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	47032350	19785090	627098	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1548	8777460	PRJEB29990	SAMEA5818818	ERX3479458	ERR3457663	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	46743225	19035019	623243	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1549	8777459	PRJEB29990	SAMEA5818818	ERX3479457	ERR3457662	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	47449800	19334414	632664	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1550	8777458	PRJEB29990	SAMEA5818818	ERX3479456	ERR3457661	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	45313176	19259487	596226	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1551	8777457	PRJEB29990	SAMEA5818818	ERX3479455	ERR3457660	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	47071208	19917127	619358	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1552	8777456	PRJEB29990	SAMEA5818818	ERX3479454	ERR3457659	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	42049052	18283847	553277	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1553	8777455	PRJEB29990	SAMEA5818818	ERX3479453	ERR3457658	ERS3607411	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	STN002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	43165948	18776314	567973	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1554	8777454	PRJEB29990	SAMEA5818817	ERX3479452	ERR3457657	ERS3607410	Illumina HiSeq 4000 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	Illumina HiSeq 4000 sequencing	None	632	public	Illumina HiSeq 4000	STA001.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	1961434144	661982579	25808344	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1555	8777453	PRJEB29990	SAMEA5818815	ERX3479451	ERR3457656	ERS3607408	Illumina HiSeq 4000 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	Illumina HiSeq 4000 sequencing	None	632	public	Illumina HiSeq 4000	NMS002.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	4476548580	1528949794	58901955	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1556	8777452	PRJEB29990	SAMEA5818814	ERX3479450	ERR3457655	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	39813300	17381216	530844	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1557	8777451	PRJEB29990	SAMEA5818814	ERX3479449	ERR3457654	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	41649900	17976741	555332	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1558	8777449	PRJEB29990	SAMEA5818814	ERX3479448	ERR3457653	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	37378350	16387639	498378	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1559	8777448	PRJEB29990	SAMEA5818814	ERX3479447	ERR3457652	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	38348325	16819485	511311	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1560	8777447	PRJEB29990	SAMEA5818814	ERX3479446	ERR3457651	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	44932800	18768166	599104	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1561	8777446	PRJEB29990	SAMEA5818814	ERX3479445	ERR3457650	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	45421050	19019364	605614	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1562	8777445	PRJEB29990	SAMEA5818814	ERX3479444	ERR3457649	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	44332875	17919320	591105	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1563	8777444	PRJEB29990	SAMEA5818814	ERX3479443	ERR3457648	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	45272775	18328042	603637	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1564	8777443	PRJEB29990	SAMEA5818814	ERX3479442	ERR3457647	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	42716104	17992902	562054	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1565	8777442	PRJEB29990	SAMEA5818814	ERX3479441	ERR3457646	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	44541244	18748207	586069	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1566	8777440	PRJEB29990	SAMEA5818814	ERX3479440	ERR3457645	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	39853716	17162998	524391	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1567	8777439	PRJEB29990	SAMEA5818814	ERX3479439	ERR3457644	ERS3607407	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB005.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	41039468	17706746	539993	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1568	8777437	PRJEB29990	SAMEA5818813	ERX3479438	ERR3457643	ERS3607406	Illumina HiSeq 4000 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	Illumina HiSeq 4000 sequencing	None	632	public	Illumina HiSeq 4000	NAB005.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	4339992616	1446990029	57105166	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1569	8777436	PRJEB29990	SAMEA5818812	ERX3479437	ERR3457642	ERS3607405	Illumina HiSeq 4000 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	Illumina HiSeq 4000 sequencing	None	632	public	Illumina HiSeq 4000	NAB004.A0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	6028155764	2029073247	79317839	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1570	8777435	PRJEB29990	SAMEA5818811	ERX3479436	ERR3457641	ERS3607404	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB003.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	36788850	16160613	490518	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1571	8777434	PRJEB29990	SAMEA5818811	ERX3479435	ERR3457640	ERS3607404	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB003.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	38300250	16618799	510670	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1572	8777433	PRJEB29990	SAMEA5818811	ERX3479434	ERR3457639	ERS3607404	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB003.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	34558425	15231285	460779	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1573	8777432	PRJEB29990	SAMEA5818811	ERX3479433	ERR3457638	ERS3607404	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB003.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	35146500	15500856	468620	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
1574	8777431	PRJEB29990	SAMEA5818811	ERX3479432	ERR3457637	ERS3607404	NextSeq 500 sequencing	public	1	true		true	ERP112351	Phylogeography of the second plague pandemic revealed through analysis of historical Y. pestis genomes	NextSeq 500 sequencing	None	632	public	Illumina NextSeq 500	NAB003.B0101	SINGLE	RANDOM	GENOMIC	Targeted-Capture	ILLUMINA	41470650	17377938	552942	1	2019/08/06	2019/08/06	Max Planck Institute for the Science of Human Hist	European Nucleotide Archive	European Nucleotide Archive	ERA2054955	None
