id	Assembly_id	AssemblyAccession	AssemblyBioSampleAccession	AssemblyBioSampleID	AssemblyGenbankBioprojectAccession	AssemblyGenbankID	AssemblyRefseqBioprojectAccession	AssemblyRefSeqCategory	AssemblyRefSeqID	AssemblyWGSAccession	AssemblyInfraspecies	AssemblyIsolate	AssemblyOrganism	AssemblySpeciesTaxonomicID	AssemblySpeciesName	AssemblyTaxonomicID	AssemblyName	AssemblyStatus	AssemblyType	AssemblyCoverage	AssemblyChromosomes	AssemblyContigCount	AssemblyContigN50	AssemblyContigL50	AssemblyNonChromosomalReplicons	AssemblyReplicons	AssemblyScaffolds	AssemblyScaffoldN50	AssemblyScaffoldL50	AssemblyTotalLength	AssemblyUngappedLength	AssemblySubmitterOrganization	AssemblySubmissionDate	AssemblyReleaseDate	AssemblyFTPAssemblyReport	AssemblyFTPGenbank	AssemblyFTPRefSeq	AssemblyFTPStatsReport	AssemblyComment
386	480021	GCF_001281615.1	SAMN04023226	4023226	PRJNA224116	2313548	PRJNA224116	na	2327628	LJFH01	43	None	Vibrio cholerae O1 biovar El Tor (g-proteobacteria)	666	Vibrio cholerae	686	ASM128161v1	Contig	haploid	50	0	204	54311	25	0	0	204	54311	25	4181484	4181484	Stavropol Plague Control Reseach Institute	2015/09/14 00:00	2015/09/14 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/615/GCF_001281615.1_ASM128161v1/GCF_001281615.1_ASM128161v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/615/GCA_001281615.1_ASM128161v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/615/GCF_001281615.1_ASM128161v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/615/GCF_001281615.1_ASM128161v1/GCF_001281615.1_ASM128161v1_assembly_stats.txt	None
387	480011	GCF_001281595.1	SAMN04023224	4023224	PRJNA224116	2313528	PRJNA224116	na	2327568	LJFG01	39	None	Vibrio cholerae O1 biovar El Tor (g-proteobacteria)	666	Vibrio cholerae	686	ASM128159v1	Contig	haploid	50	0	96	198874	7	0	0	96	198874	7	4024490	4024490	Stavropol Plague Control Reseach Institute	2015/09/14 00:00	2015/09/14 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/595/GCF_001281595.1_ASM128159v1/GCF_001281595.1_ASM128159v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/595/GCA_001281595.1_ASM128159v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/595/GCF_001281595.1_ASM128159v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/595/GCF_001281595.1_ASM128159v1/GCF_001281595.1_ASM128159v1_assembly_stats.txt	None
388	480001	GCF_001281585.1	SAMN04023227	4023227	PRJNA224116	2313508	PRJNA224116	na	2329468	LJFF01	31	None	Vibrio cholerae O1 biovar El Tor (g-proteobacteria)	666	Vibrio cholerae	686	ASM128158v1	Contig	haploid	50	0	95	176087	7	0	0	95	176087	7	4041947	4041947	Stavropol Plague Control Reseach Institute	2015/09/14 00:00	2015/09/14 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/585/GCF_001281585.1_ASM128158v1/GCF_001281585.1_ASM128158v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/585/GCA_001281585.1_ASM128158v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/585/GCF_001281585.1_ASM128158v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/281/585/GCF_001281585.1_ASM128158v1/GCF_001281585.1_ASM128158v1_assembly_stats.txt	None
389	468441	GCF_001261975.1	SAMN03817042	3817042	PRJNA224116	2185868	PRJNA224116	na	2284028	LFXP01	KIM 10v	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	YPW_8_IHQD	Scaffold	haploid	312	0	6	3184557	1	0	0	4	4568521	1	4745857	4745657	Los Alamos National Laboratory	2015/08/06 00:00	2015/08/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/975/GCF_001261975.1_YPW_8_IHQD/GCF_001261975.1_YPW_8_IHQD_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/261/975/GCA_001261975.1_YPW_8_IHQD	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/975/GCF_001261975.1_YPW_8_IHQD	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/975/GCF_001261975.1_YPW_8_IHQD/GCF_001261975.1_YPW_8_IHQD_assembly_stats.txt	None
390	468431	GCF_001261985.1	SAMN03816156	3816156	PRJNA224116	2185858	PRJNA224116	na	2283988	LGRJ01	EV76D	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	YPW_3_IHQD	Scaffold	haploid	314	0	20	1279755	2	0	0	6	2915616	1	4728870	4727470	Los Alamos National Laboratory	2015/08/06 00:00	2015/08/06 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/985/GCF_001261985.1_YPW_3_IHQD/GCF_001261985.1_YPW_3_IHQD_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/261/985/GCA_001261985.1_YPW_3_IHQD	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/985/GCF_001261985.1_YPW_3_IHQD	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/261/985/GCF_001261985.1_YPW_3_IHQD/GCF_001261985.1_YPW_3_IHQD_assembly_stats.txt	None
391	444238	GCF_000181455.2	SAMN02403940	2403940	PRJNA224116	444218	PRJNA224116	na	444238	ABCD01	CA88-4125	None	Yersinia pestis CA88-4125 (enterobacteria)	632	Yersinia pestis	412420	ASM18145v2	Scaffold	haploid	0	0	10	1267303	2	3	3	7	1267303	2	4825390	4825390	ERIC	2007/06/21 00:00	2007/06/21 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/455/GCF_000181455.2_ASM18145v2/GCF_000181455.2_ASM18145v2_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/181/455/GCA_000181455.2_ASM18145v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/455/GCF_000181455.2_ASM18145v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/181/455/GCF_000181455.2_ASM18145v2/GCF_000181455.2_ASM18145v2_assembly_stats.txt	None
392	444158	GCF_000168235.2	SAMN02404398	2404398	PRJNA224116	444138	PRJNA224116	na	444158	AAOS02	IP275	None	Yersinia pestis biovar Orientalis str. IP275 (enterobacteria)	632	Yersinia pestis	373665	ASM16823v2	Contig	haploid	0	0	102	182913	12	1	1	101	182913	12	5322065	5322065	TIGR	2008/01/17 00:00	2008/01/17 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/235/GCF_000168235.2_ASM16823v2/GCF_000168235.2_ASM16823v2_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/168/235/GCA_000168235.2_ASM16823v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/235/GCF_000168235.2_ASM16823v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/235/GCF_000168235.2_ASM16823v2/GCF_000168235.2_ASM16823v2_assembly_stats.txt	None
393	431821	GCF_001188935.1	SAMN03783058	3783058	PRJNA224116	2032298	PRJNA224116	na	2214608	None	1413	None	Yersinia pestis 1413 (enterobacteria)	632	Yersinia pestis	1345704	ASM118893v1	Complete Genome	haploid	150.2	1	3	4528383	1	2	3	0	4528383	1	4736923	4736923	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/935/GCF_001188935.1_ASM118893v1/GCF_001188935.1_ASM118893v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/935/GCA_001188935.1_ASM118893v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/935/GCF_001188935.1_ASM118893v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/935/GCF_001188935.1_ASM118893v1/GCF_001188935.1_ASM118893v1_assembly_stats.txt	None
394	431761	GCF_001188815.1	SAMN03941711	3941711	PRJNA224116	2032178	PRJNA224116	na	2214768	None	2944	None	Yersinia pestis 2944 (enterobacteria)	632	Yersinia pestis	1345702	ASM118881v1	Complete Genome	haploid	0	1	4	4491639	1	3	4	0	4491639	1	4672740	4672740	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/815/GCF_001188815.1_ASM118881v1/GCF_001188815.1_ASM118881v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/815/GCA_001188815.1_ASM118881v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/815/GCF_001188815.1_ASM118881v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/815/GCF_001188815.1_ASM118881v1/GCF_001188815.1_ASM118881v1_assembly_stats.txt	None
395	431751	GCF_001188795.1	SAMN03943655	3943655	PRJNA224116	2032158	PRJNA224116	na	2214448	None	3067	None	Yersinia pestis 3067 (enterobacteria)	632	Yersinia pestis	1345706	ASM118879v1	Complete Genome	haploid	158.4	1	3	4526841	1	2	3	0	4526841	1	4736090	4736090	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/795/GCF_001188795.1_ASM118879v1/GCF_001188795.1_ASM118879v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/795/GCA_001188795.1_ASM118879v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/795/GCF_001188795.1_ASM118879v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/795/GCF_001188795.1_ASM118879v1/GCF_001188795.1_ASM118879v1_assembly_stats.txt	None
396	431741	GCF_001188775.1	SAMN03943654	3943654	PRJNA224116	2032138	PRJNA224116	na	2214948	None	3770	None	Yersinia pestis 3770 (enterobacteria)	632	Yersinia pestis	1345707	ASM118877v1	Complete Genome	haploid	84.9	1	3	4523206	1	2	3	0	4523206	1	4735667	4735667	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/775/GCF_001188775.1_ASM118877v1/GCF_001188775.1_ASM118877v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/775/GCA_001188775.1_ASM118877v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/775/GCF_001188775.1_ASM118877v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/775/GCF_001188775.1_ASM118877v1/GCF_001188775.1_ASM118877v1_assembly_stats.txt	None
397	431731	GCF_001188755.1	SAMN03943569	3943569	PRJNA224116	2032118	PRJNA224116	na	2215068	None	8787	None	Yersinia pestis 8787 (enterobacteria)	632	Yersinia pestis	1345708	ASM118875v1	Complete Genome	haploid	152	1	3	4467447	1	2	3	0	4467447	1	4675987	4675987	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/755/GCF_001188755.1_ASM118875v1/GCF_001188755.1_ASM118875v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/755/GCA_001188755.1_ASM118875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/755/GCF_001188755.1_ASM118875v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/755/GCF_001188755.1_ASM118875v1/GCF_001188755.1_ASM118875v1_assembly_stats.txt	None
398	431721	GCF_001188735.1	SAMN03943674	3943674	PRJNA224116	2032098	PRJNA224116	na	2214728	None	1045	None	Yersinia pestis 1045 (enterobacteria)	632	Yersinia pestis	1345710	ASM118873v1	Chromosome	haploid	0	1	5	2573794	1	3	4	0	4502257	1	4684080	4683980	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/735/GCF_001188735.1_ASM118873v1/GCF_001188735.1_ASM118873v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/735/GCA_001188735.1_ASM118873v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/735/GCF_001188735.1_ASM118873v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/735/GCF_001188735.1_ASM118873v1/GCF_001188735.1_ASM118873v1_assembly_stats.txt	None
399	431711	GCF_001188715.1	SAMN03783057	3783057	PRJNA224116	2032078	PRJNA224116	na	2214708	None	1522	None	Yersinia pestis 1522 (enterobacteria)	632	Yersinia pestis	1345705	ASM118871v1	Complete Genome	haploid	1022	1	3	4530125	1	2	3	0	4530125	1	4738644	4738644	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/715/GCF_001188715.1_ASM118871v1/GCF_001188715.1_ASM118871v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/715/GCA_001188715.1_ASM118871v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/715/GCF_001188715.1_ASM118871v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/715/GCF_001188715.1_ASM118871v1/GCF_001188715.1_ASM118871v1_assembly_stats.txt	None
400	431701	GCF_001188695.1	SAMN03782999	3782999	PRJNA224116	2032058	PRJNA224116	na	2214428	None	1412	None	Yersinia pestis 1412 (enterobacteria)	632	Yersinia pestis	1345703	ASM118869v1	Complete Genome	haploid	0	1	3	4524943	1	2	3	0	4524943	1	4733482	4733482	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1/GCF_001188695.1_ASM118869v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/695/GCA_001188695.1_ASM118869v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/695/GCF_001188695.1_ASM118869v1/GCF_001188695.1_ASM118869v1_assembly_stats.txt	None
401	431691	GCF_001188675.1	SAMN02769799	2769799	PRJNA224116	2032038	PRJNA224116	na	2214928	None	790	None	Yersinia pestis 790 (enterobacteria)	632	Yersinia pestis	1345701	ASM118867v1	Chromosome	haploid	0	1	4	3229469	1	2	3	0	4629525	1	4781906	4781806	Los Alamos National Laboratory	2015/07/30 00:00	2015/07/30 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1/GCF_001188675.1_ASM118867v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/675/GCA_001188675.1_ASM118867v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/675/GCF_001188675.1_ASM118867v1/GCF_001188675.1_ASM118867v1_assembly_stats.txt	None
402	431561	GCF_001188335.1	SAMN03943538	3943538	PRJNA224116	2031738	PRJNA224116	na	2214788	AYLR01	1670	None	Yersinia pestis 1670 (enterobacteria)	632	Yersinia pestis	1345700	DYA_1	Contig	haploid	85.6	0	7	2933251	1	2	2	5	2933251	1	4718815	4718815	Los Alamos National Laboratory	2015/07/29 00:00	2015/07/29 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/335/GCF_001188335.1_DYA_1/GCF_001188335.1_DYA_1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/335/GCA_001188335.1_DYA_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/335/GCF_001188335.1_DYA_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/335/GCF_001188335.1_DYA_1/GCF_001188335.1_DYA_1_assembly_stats.txt	None
403	431501	GCF_001188325.1	SAMN03943539	3943539	PRJNA224116	2031578	PRJNA224116	na	2214568	AYLS01	14735	None	Yersinia pestis 14735 (enterobacteria)	632	Yersinia pestis	1345709	YPY_1	Scaffold	haploid	109.6	0	29	231933	7	2	2	23	231933	7	4693748	4693748	Los Alamos National Laboratory	2015/07/29 00:00	2015/07/29 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/325/GCF_001188325.1_YPY_1/GCF_001188325.1_YPY_1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/188/325/GCA_001188325.1_YPY_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/325/GCF_001188325.1_YPY_1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/188/325/GCF_001188325.1_YPY_1/GCF_001188325.1_YPY_1_assembly_stats.txt	None
404	371458	GCF_000186725.1	SAMN02603222	2603222	PRJNA224116	241278	PRJNA224116	na	371458	None	Harbin 35	None	Yersinia pestis biovar Medievalis str. Harbin 35 (enterobacteria)	632	Yersinia pestis	547048	ASM18672v1	Complete Genome	haploid	0	1	4	4532063	1	3	4	0	4532063	1	4709501	4709501	ERIC (Enteropathogen Resource Integration Center)	2011/01/25 00:00	2011/01/25 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1/GCF_000186725.1_ASM18672v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/186/725/GCA_000186725.1_ASM18672v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/725/GCF_000186725.1_ASM18672v1/GCF_000186725.1_ASM18672v1_assembly_stats.txt	None
405	369568	GCF_000222975.1	SAMN02603531	2603531	PRJNA224116	298348	PRJNA224116	na	369568	None	A1122	None	Yersinia pestis A1122 (enterobacteria)	632	Yersinia pestis	1035377	ASM22297v1	Complete Genome	haploid	0	1	3	4553770	1	2	3	0	4553770	1	4658411	4658411	Los Alamos National Lab	2011/08/05 00:00	2011/08/05 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1/GCF_000222975.1_ASM22297v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/222/975/GCA_000222975.1_ASM22297v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/222/975/GCF_000222975.1_ASM22297v1/GCF_000222975.1_ASM22297v1_assembly_stats.txt	None
406	369488	GCF_000022825.1	SAMN02603872	2603872	PRJNA224116	23628	PRJNA224116	na	369488	None	D182038	None	Yersinia pestis D182038 (enterobacteria)	632	Yersinia pestis	637385	ASM2282v1	Complete Genome	haploid	0	1	4	4626944	1	3	4	0	4626944	1	4802263	4802263	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention	2009/11/04 00:00	2009/11/04 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/825/GCF_000022825.1_ASM2282v1/GCF_000022825.1_ASM2282v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/825/GCA_000022825.1_ASM2282v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/825/GCF_000022825.1_ASM2282v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/825/GCF_000022825.1_ASM2282v1/GCF_000022825.1_ASM2282v1_assembly_stats.txt	None
407	369468	GCF_000022805.1	SAMN02603871	2603871	PRJNA224116	23608	PRJNA224116	na	369468	None	D106004	None	Yersinia pestis D106004 (enterobacteria)	632	Yersinia pestis	637382	ASM2280v1	Complete Genome	haploid	0	1	4	4640720	1	3	4	0	4640720	1	4812922	4812922	State Key Laboratory for Infectious Disease Prevention and Control, Institute for Communicable Disease Control and Prevention	2009/11/04 00:00	2009/11/04 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1/GCF_000022805.1_ASM2280v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/805/GCA_000022805.1_ASM2280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/022/805/GCF_000022805.1_ASM2280v1/GCF_000022805.1_ASM2280v1_assembly_stats.txt	None
408	329361	GCF_000986995.1	SAMN02999506	2999506	PRJNA224116	1746858	PRJNA224116	na	1750058	LBFJ01	ZE94-2122	None	Yersinia pestis subsp. pestis bv. Orientalis (enterobacteria)	632	Yersinia pestis	1234661	YPES001-SEQ-2-ASM-1	Contig	haploid	307.389	0	83	99063	17	1	1	82	99063	17	4827235	4827235	µFORGE	2015/05/01 00:00	2015/05/01 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/986/995/GCF_000986995.1_YPES001-SEQ-2-ASM-1/GCF_000986995.1_YPES001-SEQ-2-ASM-1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/986/995/GCA_000986995.1_YPES001-SEQ-2-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/986/995/GCF_000986995.1_YPES001-SEQ-2-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/986/995/GCF_000986995.1_YPES001-SEQ-2-ASM-1/GCF_000986995.1_YPES001-SEQ-2-ASM-1_assembly_stats.txt	None
409	329311	GCF_000987005.1	SAMN03418619	3418619	PRJNA224116	1746738	PRJNA224116	na	1749998	LBFK01	125 B plague Bombay	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	YPES002-SEQ-1-ASM-1	Contig	haploid	202.96	0	117	79588	19	0	0	117	79588	19	4498212	4498212	µFORGE	2015/05/01 00:00	2015/05/01 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/005/GCF_000987005.1_YPES002-SEQ-1-ASM-1/GCF_000987005.1_YPES002-SEQ-1-ASM-1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/987/005/GCA_000987005.1_YPES002-SEQ-1-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/005/GCF_000987005.1_YPES002-SEQ-1-ASM-1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/987/005/GCF_000987005.1_YPES002-SEQ-1-ASM-1/GCF_000987005.1_YPES002-SEQ-1-ASM-1_assembly_stats.txt	None
410	321101	GCF_000970105.1	SAMN03160723	3160723	PRJNA224116	1723788	PRJNA224116	na	1725348	None	KIM5	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM97010v1	Chromosome	haploid	489	1	4	4605437	1	3	4	0	4605437	1	4787503	4786503	Los Alamos National Laboratory	2015/04/07 00:00	2015/04/07 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/105/GCF_000970105.1_ASM97010v1/GCF_000970105.1_ASM97010v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/105/GCA_000970105.1_ASM97010v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/105/GCF_000970105.1_ASM97010v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/970/105/GCF_000970105.1_ASM97010v1/GCF_000970105.1_ASM97010v1_assembly_stats.txt	None
411	310621	GCF_000950945.1	SAMN03256423	3256423	PRJNA224116	1681708	PRJNA224116	na	1690608	JYJX01	SCPM-O-B-6706	None	Yersinia pestis subsp. microtus bv. Ulegeica (enterobacteria)	632	Yersinia pestis	385969	ASM95094v1	Scaffold	haploid	25	0	326	31167	49	3	3	304	31167	49	4624800	4624800	SRCAMB	2015/03/11 00:00	2015/03/11 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/945/GCF_000950945.1_ASM95094v1/GCF_000950945.1_ASM95094v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/945/GCA_000950945.1_ASM95094v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/945/GCF_000950945.1_ASM95094v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/945/GCF_000950945.1_ASM95094v1/GCF_000950945.1_ASM95094v1_assembly_stats.txt	None
412	310611	GCF_000950935.1	SAMN03256459	3256459	PRJNA224116	1681698	PRJNA224116	na	1690648	JYJW01	SCPM-O-B-6906	None	Yersinia pestis subsp. microtus bv. Ulegeica (enterobacteria)	632	Yersinia pestis	385969	ASM95093v1	Scaffold	haploid	25	0	477	17821	84	3	3	463	17821	84	4523215	4523215	SRCAMB	2015/03/11 00:00	2015/03/11 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/935/GCF_000950935.1_ASM95093v1/GCF_000950935.1_ASM95093v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/950/935/GCA_000950935.1_ASM95093v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/935/GCF_000950935.1_ASM95093v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/950/935/GCF_000950935.1_ASM95093v1/GCF_000950935.1_ASM95093v1_assembly_stats.txt	None
413	251591	GCF_000835005.1	SAMN03256395	3256395	PRJNA224116	1527438	PRJNA224116	na	1580608	None	Nairobi	None	Yersinia pestis (enterobacteria)	632	Yersinia pestis	632	ASM83500v1	Chromosome	haploid	595	1	2	4463069	1	1	2	0	4563069	1	4572683	4472683	Los Alamos National Laboratory	2015/02/09 00:00	2015/02/09 00:00	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/005/GCF_000835005.1_ASM83500v1/GCF_000835005.1_ASM83500v1_assembly_report.txt	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/835/005/GCA_000835005.1_ASM83500v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/005/GCF_000835005.1_ASM83500v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/835/005/GCF_000835005.1_ASM83500v1/GCF_000835005.1_ASM83500v1_assembly_stats.txt	None
