Sample	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number
GCA_000324225.1_ASM32422v1_genomic	CMCC49003	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403046	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000324205.1_ASM32420v1_genomic	CMCC43032	1980	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403045	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000324185.1_ASM32418v1_genomic	CMCC42007	1967	-54	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403044	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000324165.1_ASM32416v1_genomic	CMCC38001	1979	-42	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403043	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000324145.1_ASM32414v1_genomic	CMCC348002	1998	-23	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403042	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000324125.1_ASM32412v1_genomic	CMCC347001	1996	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403041	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000324105.1_ASM32410v1_genomic	CMCC31004	1990	-31	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02403040	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000324085.1_ASM32408v1_genomic	CMCC27002	1991	-30	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403039	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000324065.1_ASM32406v1_genomic	CMCC21106	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403038	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000324045.1_ASM32404v1_genomic	CMCC18019	2001	-20	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Microtus	0.PE	0.PE4m	SAMN02403037	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000324025.1_ASM32402v1_genomic	CMCC125002	1964	-57	China	Ningxia	35.000074	104.999927	37.0000001	105.9999999	Medievalis	2.MED	2.MED3	SAMN02403036	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000324005.1_ASM32400v1_genomic	CMCC12003	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Medievalis	2.MED	2.MED3	SAMN02403035	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323985.1_ASM32398v1_genomic	CMCC114001	1952	-69	China	Fujian	35.000074	104.999927	26.5450001	117.842778	Orientalis	1.ORI	1.ORI1	SAMN02403034	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323965.1_ASM32396v1_genomic	CMCC11001	1954	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN1	SAMN02403033	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323945.1_ASM32394v1_genomic	CMCC107004	2003	-18	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Medievalis	2.MED	2.MED3	SAMN02403032	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323925.1_ASM32392v1_genomic	CMCC106002	1996	-25	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403031	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323905.1_ASM32390v1_genomic	CMCC104003	1989	-32	China	Inner Mongolia	35.000074	104.999927	43.2443242	114.3251664	Antiqua	2.ANT	2.ANT3	SAMN02403030	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323885.1_ASM32388v1_genomic	CMCC10012	1964	-57	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403029	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323865.1_ASM32386v1_genomic	CMCC05013	1988	-33	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403028	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323845.1_ASM32384v1_genomic	CMCC05009	1961	-60	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403027	KEEP: Assembly Modern Cui 2013	0
GCA_000323825.1_ASM32382v1_genomic	CMCC03001	1954	-67	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403026	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323805.1_ASM32380v1_genomic	CMCC02041	1965	-56	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403025	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323785.1_ASM32378v1_genomic	C1989001	1989	-32	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403024	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323765.1_ASM32376v1_genomic	C1976001	1976	-45	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403023	KEEP: Assembly Modern Cui 2013 Keller 2019	3
GCA_000323745.1_ASM32374v1_genomic	C1975003	1975	-46	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403022	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323725.1_ASM32372v1_genomic	A1973001	1973	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403020	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323705.1_ASM32370v1_genomic	A1956001	1956	-65	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403019	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323685.1_ASM32368v1_genomic	970754	1997	-24	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403018	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323665.1_ASM32366v1_genomic	945	1994	-27	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403017	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323645.1_ASM32364v1_genomic	91	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403016	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323625.1_ASM32362v1_genomic	9	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Qinghaica	0.PE	0.PE10	SAMN02403015	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323605.1_ASM32360v1_genomic	780441	1978	-43	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN1	SAMN02403014	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323585.1_ASM32358v1_genomic	735	1965	-56	Russia	St. Petersberg	64.6863136	97.7453061	59.938732	30.316229	Antiqua	2.ANT	2.ANT3	SAMN02403013	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323565.1_ASM32356v1_genomic	7338	1973	-48	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED2	SAMN02403012	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323545.1_ASM32354v1_genomic	710317	1971	-50	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403011	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323525.1_ASM32352v1_genomic	71021	1989	-32	China	Gansu	35.000074	104.999927	38.0000001	101.9999999	Antiqua	3.ANT	3.ANT1	SAMN02403010	KEEP: Assembly Modern Cui 2013 Keller 2019	3
GCA_000323505.1_ASM32350v1_genomic	7	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	3.ANT	3.ANT1	SAMN02403009	KEEP: Assembly Modern Cui 2013 Keller 2019	3
GCA_000323485.1_ASM32348v1_genomic	620024	1962	-59	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	0.PE	0.PE7	SAMN02403008	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323465.1_ASM32346v1_genomic	5761	1956	-65	Russia	St. Petersberg	64.6863136	97.7453061	59.938732	30.316229	Antiqua	2.ANT	2.ANT3	SAMN02403007	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323445.1_ASM32344v1_genomic	5	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	1.IN	1.IN2	SAMN02403006	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323425.1_ASM32342v1_genomic	42095	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403005	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323405.1_ASM32340v1_genomic	42091	1999	-22	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403004	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323385.1_ASM32338v1_genomic	42082	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403003	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323365.1_ASM32336v1_genomic	42013	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403002	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000323345.1_ASM32334v1_genomic	351001	1996	-25	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT2	SAMN02403001	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323325.1_ASM32332v1_genomic	34202	1990	-31	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN02403000	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323305.1_ASM32330v1_genomic	34008	1968	-53	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	2.ANT	2.ANT1	SAMN02402999	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323285.1_ASM32328v1_genomic	30017	1976	-45	China	Tibet	35.000074	104.999927	29.8556443	90.8749807	Antiqua	1.IN	1.IN2	SAMN02402998	KEEP: Assembly Modern Cui 2013 Keller 2019	1
GCA_000323245.1_ASM32324v1_genomic	2654	2006	-15	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN02402997	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323225.1_ASM32322v1_genomic	2506	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN02402996	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323205.1_ASM32320v1_genomic	2504	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN02402995	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000320465.1_ASM32046v1_genomic	2330	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02402994	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000320445.1_ASM32044v1_genomic	2	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Antiqua	2.ANT	2.ANT2	SAMN02402993	KEEP: Assembly Modern Cui 2013 Keller 2019	2
GCA_000323185.1_ASM32318v1_genomic	164	1985	-36	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02402992	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000320425.1_ASM32042v1_genomic	12	2004	-17	China	Qinghai	35.000074	104.999927	35.40709525	95.95211573241954	Qinghaica	0.PE	0.PE10	SAMN02402991	KEEP: Assembly Modern Cui 2013 Keller 2019	0
GCA_000275685.1_ASM27568v1_genomic	2501	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Medievalis	2.MED	2.MED1	SAMN02402990	KEEP: Assembly Modern	2
GCA_000382505.1_Yersinia_pestis_G1670E_assembly_genomic	G1670E	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.0287382	NA	NA	Caucasica	0.PE	0.PE2	SAMN01902219	KEEP: Assembly Modern	0
GCA_000269485.1_ASM26948v1_genomic	PY-103	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141505	KEEP: Assembly Modern	1
GCA_000269225.1_ASM26922v1_genomic	PY-102	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141504	KEEP: Assembly Modern	1
GCA_000269205.1_ASM26920v1_genomic	PY-100	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141502	KEEP: Assembly Modern	1
GCA_000269185.1_ASM26918v1_genomic	PY-99	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141501	KEEP: Assembly Modern	1
GCA_000269145.1_ASM26914v1_genomic	PY-96	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141499	KEEP: Assembly Modern	1
GCA_000269445.1_ASM26944v1_genomic	PY-95	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141498	KEEP: Assembly Modern	1
GCA_000269425.1_ASM26942v1_genomic	PY-94	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141497	KEEP: Assembly Modern	1
GCA_000269125.1_ASM26912v1_genomic	PY-93	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141496	KEEP: Assembly Modern	1
GCA_000269105.1_ASM26910v1_genomic	PY-92	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141495	KEEP: Assembly Modern	1
GCA_000269085.1_ASM26908v1_genomic	PY-91	2010	-11	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141494	KEEP: Assembly Modern	1
GCA_000269065.1_ASM26906v1_genomic	PY-90	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141493	KEEP: Assembly Modern	1
GCA_000269045.1_ASM26904v1_genomic	PY-89	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141492	KEEP: Assembly Modern	1
GCA_000269405.1_ASM26940v1_genomic	PY-88	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141491	KEEP: Assembly Modern	1
GCA_000269025.1_ASM26902v1_genomic	PY-76	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141490	KEEP: Assembly Modern	1
GCA_000269005.1_ASM26900v1_genomic	PY-72	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141489	KEEP: Assembly Modern	1
GCA_000268985.1_ASM26898v1_genomic	PY-71	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141488	KEEP: Assembly Modern	1
GCA_000269385.1_ASM26938v1_genomic	PY-66	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141487	KEEP: Assembly Modern	1
GCA_000268965.1_ASM26896v1_genomic	PY-65	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141486	KEEP: Assembly Modern	1
GCA_000268945.1_ASM26894v1_genomic	PY-64	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141485	KEEP: Assembly Modern	1
GCA_000268925.1_ASM26892v1_genomic	PY-63	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141484	KEEP: Assembly Modern	1
GCA_000269365.1_ASM26936v1_genomic	PY-61	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141483	KEEP: Assembly Modern	1
GCA_000268905.1_ASM26890v1_genomic	PY-60	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141482	KEEP: Assembly Modern	1
GCA_000268885.1_ASM26888v1_genomic	PY-59	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141481	KEEP: Assembly Modern	1
GCA_000268865.1_ASM26886v1_genomic	PY-58	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141480	KEEP: Assembly Modern	1
GCA_000268865.2_ASM26886v2_genomic	PY-58	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141480	KEEP: Assembly Modern	1
GCA_000268845.1_ASM26884v1_genomic	PY-56	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141479	KEEP: Assembly Modern	1
GCA_000268825.1_ASM26882v1_genomic	PY-55	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141478	KEEP: Assembly Modern	1
GCA_000268805.1_ASM26880v1_genomic	PY-54	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141477	KEEP: Assembly Modern	1
GCA_000268805.2_ASM26880v2_genomic	PY-54	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141477	KEEP: Assembly Modern	1
GCA_000268785.1_ASM26878v1_genomic	PY-53	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141476	KEEP: Assembly Modern	1
GCA_000269345.1_ASM26934v1_genomic	PY-52	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141475	KEEP: Assembly Modern	1
GCA_000268765.1_ASM26876v1_genomic	PY-48	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141474	KEEP: Assembly Modern	1
GCA_000269325.1_ASM26932v1_genomic	PY-47	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141473	KEEP: Assembly Modern	1
GCA_000269305.1_ASM26930v1_genomic	PY-46	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141472	KEEP: Assembly Modern	1
GCA_000268745.1_ASM26874v1_genomic	PY-45	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141471	KEEP: Assembly Modern	1
GCA_000269285.1_ASM26928v1_genomic	PY-42	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141470	KEEP: Assembly Modern	1
GCA_000269285.2_ASM26928v2_genomic	PY-42	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141470	KEEP: Assembly Modern	1
GCA_000269265.1_ASM26926v1_genomic	PY-36	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141469	KEEP: Assembly Modern	1
GCA_000268725.1_ASM26872v1_genomic	PY-34	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141468	KEEP: Assembly Modern	1
GCA_000268725.2_ASM26872v2_genomic	PY-34	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141468	KEEP: Assembly Modern	1
GCA_000268685.1_ASM26868v1_genomic	PY-29	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141466	KEEP: Assembly Modern	1
GCA_000268665.1_ASM26866v1_genomic	PY-25	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141465	KEEP: Assembly Modern	1
GCA_000268525.1_ASM26852v1_genomic	PY-19	2010	-11	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141464	KEEP: Assembly Modern	1
GCA_000268485.1_ASM26848v1_genomic	PY-14	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141461	KEEP: Assembly Modern	1
GCA_000268485.2_ASM26848v2_genomic	PY-14	2009	-12	Peru	La Libertad	-6.8699697	-75.0458515	-8.0	-78.5	Orientalis	1.ORI	1.ORI1	SAMN02141461	KEEP: Assembly Modern	1
GCA_000268385.1_ASM26838v1_genomic	PY-07	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141454	KEEP: Assembly Modern	1
GCA_000268365.1_ASM26836v1_genomic	PY-06	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141453	KEEP: Assembly Modern	1
GCA_000268345.1_ASM26834v1_genomic	PY-05	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141452	KEEP: Assembly Modern	1
GCA_000268585.1_ASM26858v1_genomic	PY-04	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141451	KEEP: Assembly Modern	1
GCA_000268565.1_ASM26856v1_genomic	PY-03	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141450	KEEP: Assembly Modern	1
GCA_000268325.1_ASM26832v1_genomic	PY-02	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141449	KEEP: Assembly Modern	1
GCA_000268545.1_ASM26854v1_genomic	PY-01	2006	-15	Peru	Cajamarca	-6.8699697	-75.0458515	-6.25	-78.833333	Orientalis	1.ORI	1.ORI1	SAMN02141448	KEEP: Assembly Modern	1
GCA_000382545.1_Yersinia_pestis_assembly_genomic	G1670A	[1950:2000]	[-71:-21]	Georgia	NA	41.6809707	44.0287382	NA	NA	Caucasica	0.PE	0.PE2	SAMN01909378	KEEP: Assembly Modern	0
GCA_000382525.1_Yersinia_pestis_G3768_assembly_genomic	G3768	[1950:2000]	[-71:-21]	Georgia	Samtskhe-Javakheti	41.6809707	44.0287382	41.52653525	43.2469570403887	Caucasica	0.PE	0.PE2	SAMN01902220	KEEP: Assembly Modern	0
GCA_016103005.1_ASM1610300v1_genomic	M-1501	1992	-29	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN15064036	KEEP: Assembly Modern	2
GCA_016102975.1_ASM1610297v1_genomic	M-1489	1992	-29	Kazakhstan	West Kazakhstan Region	47.2286086	65.2093197	49.5568479	50.2227409	Medievalis	2.MED	2.MED1	SAMN15064035	KEEP: Assembly Modern	2
GCA_016102965.1_ASM1610296v1_genomic	M-1467	1990	-31	Kazakhstan	Atyrau Region	47.2286086	65.2093197	47.6605827	50.806203	Medievalis	2.MED	2.MED1	SAMN15064034	KEEP: Assembly Modern	2
GCA_016102905.1_ASM1610290v1_genomic	M-1355	1986	-35	Russia	Republic of Kalmykia	64.6863136	97.7453061	46.2313018	45.3275745	Medievalis	2.MED	2.MED1	SAMN15064019	KEEP: Assembly Modern	2
GCA_016102945.1_ASM1610294v1_genomic	930	1955	-66	Kazakhstan	NA	47.2286086	65.2093197	NA	NA	Medievalis	2.MED	2.MED1	SAMN15064018	KEEP: Assembly Modern	2
GCA_016102915.1_ASM1610291v1_genomic	C-754	1999	-22	Russia	Republic of Dagestan	64.6863136	97.7453061	43.0883099	47.14988017944228	Medievalis	2.MED	2.MED1	SAMN15064017	KEEP: Assembly Modern	2
GCA_016102855.1_ASM1610285v1_genomic	7702	1966	-55	Kazakhstan	Atyrau Region	47.2286086	65.2093197	47.6605827	50.806203	Medievalis	2.MED	2.MED1	SAMN15063890	KEEP: Assembly Modern	2
GCA_016102845.1_ASM1610284v1_genomic	4635	1959	-62	Kazakhstan	NA	47.2286086	65.2093197	NA	NA	Medievalis	2.MED	2.MED1	SAMN15063853	KEEP: Assembly Modern	2
GCA_016102875.1_ASM1610287v1_genomic	3192	1959	-62	Kazakhstan	Atyrau Region	47.2286086	65.2093197	47.6605827	50.806203	Medievalis	2.MED	2.MED1	SAMN15063847	KEEP: Assembly Modern	2
GCA_016102745.1_ASM1610274v1_genomic	1077	1962	-59	Russia	Astrakhan Oblast	64.6863136	97.7453061	47.1878186	47.608851	Medievalis	2.MED	2.MED1	SAMN15063846	KEEP: Assembly Modern	2
GCA_016102785.1_ASM1610278v1_genomic	929	1955	-66	Kazakhstan	NA	47.2286086	65.2093197	NA	NA	Medievalis	2.MED	2.MED1	SAMN15063827	KEEP: Assembly Modern	2
